,code,tags,shops,Markdown
106,1711,"Heating,Plumbing,Air Condit",ELEKTROSANTEKHKREPEZH; GAZPROM GR IZHEVSK; LIPECKOBLTEKHINVENTARI,Furnurure
107,5947,"Gift,card,novelty And Souve","LAVKA ANNENKIRCHE; NEVSKIJ SIMVOL; OOO MEDNYY VSADNIK; PODARKI SUVENIRY; KFKH PUSHINA M.A.; IP LUKINA G.I.; LAVKA BAYBAKOVYKH; TKANI; TORGOVYY DVORIK; IP LYUZHEJ T.V.; SPAS KASSA BILETY; RD-Retail; BULGAKOV SOUVENIRS; Ash kak milo; NEVSKYI SIMVOL; IP KHAJRUTDINOV MN; KUPI SLONA; MUZEY CHAK-CHAKA SMT; IP RODINA A.IU.; Magazin ""Prezent""; SUVENIRY 2; VSE PO 20; Chasha; ZAKUSOCHNAIA PARUS; CASEMARKET; ART-GALEREYA SOLO; andy.store; Ulitochka; LARETS; OLD KONIGSBERG; IP MOROZOVA I.M.; ""100 MATRESHEK""; PACKME; MAGAZIN VERNISAZH REME; PODARKI; IP POTASHOVA NADEZDA V; ADLERSUVENIR; PODARKI, SUVENIRY; SHATALOVA EE; IP ABDURAIMOVA S.SH.; MARCIPANOVYJ DOMIK PAR; YANTRANYJ KOMBINAT; IP KHOMYAKOV L.G.; MAGAZIN N4; FUTBOLNYE SUVENIRY; Lollipop shop; IP NIKITYUK L.O.; BEST PRESENT; IP FADEEV S.N.; IP Podolskaya E.O.; INTEGRAL; WEDSTAR; 1000names; ZAPADNYJ FLIGEL; ATMOSFERA PRAZDNIKA; IP ARAKELYAN; PODARI NIZHNIJ NOVGORO; IP KSENOFONTOVA IV; IP SHILO; M-N IP CHERNYSHOVA L.N; OOO EKSPO-SFERA; ARTSTUDIOSHARI; Magazin Podarki; Svoe mesto; OOO NPP MIKROS; SUVENIRY; IP NAPALKOVA TA; IP YARMOLCHIK E.A.; PODARKI DLYA MUZHCHIN; VESELAYA ZATEYA; SUZDALSKAYA LAVKA; SUVENIR KHAUS; KARS SEZON; IP SHevchenko O.A.; VAPE IMPERIA; barakholshchik; MAGAZIN PRAZDNIKA; IP NECHAEVA; TERRAKOT PLATOV",Hobbies
108,7538,Automotive Service Shops,"Shumanet18; STO, shinomontazh; IP SHVENDA P.P.; AVTOSERVIS TVIN KAM; AVTOSERVIS FORCAR; IP FURS S A; IPTSYMBALOV; SP AVTOPREMIUM; Avtoservis; IP Baturin M.I.; TEKHTSENTR TITAN; SHINOMONTAG; AVTOSERVIS; AVTOMOYKA; AVTOSPEC; ""STO AVTOMIR""; REAKTOR; PMRK PEROVO; CAR-LIFE; AVTOBUSNAYA STANCIYA; Ditrich-Garazh; OOO NISSAN-SERVIS; AT V SERVIS; OOO AVTODOK; CHEVI PLUS5; AVTOSERVICE; OOO DROM ASSIST; STO PROSTO; TAGANKA; R-SERVIS RYABINOVAYA; AVTOPLYUS",Auto
109,4829,Money Transfer,PSB-RETAIL 00887774; 00887751; PSB-RETAIL 00887775; PSB-RETAIL 00888887; 00887754; PSB-RETAIL 00887772; PSB-RETAIL 00888882; PSB-RETAIL 00888885; 00887757; 00887753; 00779901; PSB RETAIL TO_YUR CLIENT; 00887755; 00887750; PSB-RETAIL 00888888; PSB-RETAIL 00777782; PSB-RETAIL 00888880; AFT-SBP NO FEE; 00779903; PSB-RETAIL 00887773; PSB-RETAIL 00888884; PSB-RETAIL 00887770; 00887752; PSB-RETAIL 00887771; 00778891; PSB-RETAIL 00888889; PSB-RETAIL 00888886; PSB-RETAIL 00777781; 00887756; PSB-RETAIL 00888881; 00779902; AFT-SBP FEE; PSB-RETAIL 00888883; PSB RETAIL TO_OUT CLIENT,Transactions
110,5192,Books/Periodicals/Newspaper,KHOROSHAYA PRESSA; KIOSK ROSPECHAT 245; KIOSK 82; KNIGOZOR; KNIGI; ZAJKA K; VECHERNIJ CHELYABINSK; GRAMOTEJ; SOCHIKNIGA SHOP; OOO ZNANIYE; OOO FOLIANT-SPB; TOP LEVEL; DOKUMENT TSENTR,Hobbies
111,7629,Electrical & Small Appl.rep,RTS; SMART STORE,Subscriptions
112,5309,Duty Free Stores,DUTY PAID LED; PAYMENTTERMINAL; IMPERIAL DYUTI FRI; DUTY PAID VKO,Shops
113,8071,Medical & Dental Laboratori,OOO CMD RADUGA; labarhimed; KDL ENGELS TEST; MC VERA; KDL CENTR; GEMOTEST; CENTROMERA; OOO STOMA; LABORATORIYA GEMOTEST; SP ALFA-S; OOO KDL DOMODEDOVO-TES; KDL DIALAJN; INVITRO; OOO ROKO; KDL VOLGOGRAD TEST; BLANCO,Health
114,6540,POI Transactions [Excluding MoneySend],PB; VKONTAKTE; WEBMONEY,Transactions
115,5921,"Package Stores - Beer, Liqu","PIVZAVOD 1; BRISTOL 3588; BRISTOL 1031; PIVO MITYAEVO; PITSBURG; BRISTOL 834; VECHNAYA PYATNITSA; PRODUKTY 24 CHASA; GRUZINSKAYA B 37 2; BIRVAGEN; IP AZNAURYAN A.P.; MAGAZIN SHTOFF; IP DAVTYAN T.L.; VINO-VODOCHNYI; KRASNOE I BELOE; VINLAB; OOO DILAN-MARKETMIRA; BISTRO-MARKET BEERFOOD; KHMELNIK T-8; PIVNAYA LAVKA; BRISTOL 4577; BRISTOL 3969; BRISTOL 1171; PIVOKHLEB; PIVNOJ ZALIV; DOROGAYA YA PEREZVONYU; BEERMAN; Bistro Razlivnoe; LITR.BIR; 40 GRADUSOV V TENI; IP KRAVCHENKO A.YU.; IP BUKINA L R; VESELYJ PAPA; RAZLIVNAYA SET; BRISTOL 4479; KRASNOSELSKAYA 10; YADRINCEVA; BRISTOL 3683; BEER HOUSE; OOO DOLINA; ALKOGOL; OOO TD ALEKSANDRA; BRISTOL 2505; GLAVPIVO; CRAFT BEER HOUSE; KHADYZHI PLYUS; M-242; GLOBUS M-12; KHMELNIK; BEERLINE; BASKO; BEER CLUB; PIVMARKET; ZA PIVOM; SOLNTCE V BOKALE; ALYANS - 02; BRISTOL 2788; OOO VLAD-DV; BRISTOL 288; BRISTOL 3439; BERLOGA; ABBATSKOE; MAGAZIN BEER FISH; OOO KHMEL; BRISTOL 1530; MAGAZIN KHMEL; PIV KO; VIN-TRAMVAINAAY14; BRISTOL 2704; GOGOLEVSKIY B-R; VAROS; OOO ISTRITEJL; AM REGION.; BRISTOL 3201; BRISTOL 2665; BRISTOL 3387; VINOGRAD 78; OOO DV-MARKET; BEER TO GO; PIVBERRI; KOSMODEMYANSKICH 35; ICE BEER; RADUGA-26; IP BARANYUK N.B.; BAKYNINSKAYA; MAGAZIN PIVNAYA KARTA; BRISTOL 3252; OOO LEGION; RUS BEER LIN; KRAFT; PIVNOV B.ZARECHNYY; VIN-POBEDI65-1; VINLAB-SUVOROVA; MAGAZIN BIRMARKET; BEER HAUS; SAMARSKIY PIVOVAR; PIVNOJ PRICHAL; BRISTOL 3756; VINOMANIYA-20; MORE PIVA; BRISTOL 2555; OOO AVANGARD M-168; KROP PIVO; ERSH MARKOVA 1 7; PIVGRIK4; CHITAGO; MAG.MAIKOPSKOE PIVO; PIVOVAR; BRISTOL 3946; PIVTORG; BOLSHAYA MOLCHANOVKA; BRISTOL 1359; BRISTOL 422; BANK BEER; PIVOPEJ; ALKOMARKET BUTYLKA; KAFE NUGUSH; BRISTOL 811; BRISTOL 2593; BRISTOL 2012; BRISTOL 2568; BRISTOL 4039; KRAN4; OOO ARKTUR; BARGUZIN; BRISTOL 4642; BRISTOL 1038; Tabak&Pivo; PIVOVARNYA PINTA; BRISTOL 4207; BAVARIYA; VIN-STROITELEY48; IP SKRIPKO; BRISTOL 64; BRISTOL 4700; BRISTOL 311; PIVNOJ POGREBOK; OOO 7-YA; OOO PRIBALTIKA GORILKA; BRISTOL 3817; ZOLOTOJ KHMEL; BRISTOL 4141; BRISTOL 4464; MAGAZIN GRADUS; BRISTOL 1261; SVETLOE I TEMNOE.; OOO AGAMA; ADYGEJSKO PIVO; PIVNOJ DVORIK 1; BRISTOL 450; LAVKA BAKHUSA; PIVASIK; BRISTOL 361; IP GLADILIN E.V.; GRADUS; PIVARIUS; BRISTOL 2546; DALPIVO; BRISTOL 555; KARABAS BARABAS; BRISTOL 2075; BRISTOL 1826; ALKOMARKET DZHIN; MAGAZIN 47; BRISTOL 211; PIVNOJ MIR; BRISTOL 216; MAGAZIN RUS; RUSALKO; BRISTOL 3107; TRI TOLSTYAKA; ALKOMASTER; BOCHONOK; IP SHEVCHENKO YU.V.; BRISTOL 3718; BRISTOL 586; BRISTOL 3880; Anzhelika; IP MAKAROVA E.V.; KOLLEKCIYA GRADUSOV; BRISTOL 1902; IP AREFEV D.V.; PIVO; BRISTOL 609; OOO PROGRESS; IP Mezhlumyan K.S.; BRISTOL 4079; BRISTOL 1505; BRISTOL 985; PERVAYA PENNAYA; OOO MARKET; OOO YULIYA; PINTA ABRAMOVA; ERSH MARKOVA 1 8; MAGAZIN BOCHONOK PENNO; BRISTOL 1467; VIN-LAZO 5V; BEERLAND; BRISTOL 1901; BRISTOL 1081; ADYGEJSKOE PIVO; MAGAZIN DYUTI FRI; BRISTOL 4598; MAGAZIN SORDIS; BRISTOL 1490; EST POVOD; TSVETNOJ BULVAR 25; BRISTOL 700; VIN-UNOSTI44; OOO EVRIKA; KHMELNOFF; VIN-HERSONSKAYA7; BRISTOL 2140; AERODROMNAYA 7,2; VIN-VOLOCHAEVSK184; BRISTOL 1731; BRISTOL 227; NOVOE IMYA; SPASOGLINISCHEVSKIJ; KURILY; TO SAMOE BOCHKOVOE; BRISTOL 1174; ZHIGULYOVSKIJ; BRISTOL 3645; OOO ABSENT; FANAGORIYA MAGAZIN 133; OOO BURBON; FIRM.SHOP ""MINSK KRIST; BRISTOL 3922; DUTY FREE OKT15; OOO ""INVEST PLUS""; DOM RAZLIVN PIVA PINTA; BRISTOL 3935; ZHIVO-PIVO; IP KOKUTENKO S.V.; BRISTOL 3539; VINLAYT; BRISTOL 19; BRISTOL 4138; BRISTOL 285; PIVNOFF; KANISTRA; IP NOSKOVA O.A.; TYUMENALKO; BEER LOGA; BRISTOL 4289; BRISTOL 1271; ERSH MARKOVA 1 14; BUTIL; BRISTOL 4677; BRISTOL 2830; BRISTOL 3394; MAGAZIN YAGER-MARKET; APELSIN; IP TARASOV V.A.; RAZLIVNOE PIVKO; Piv&Tabak; BOLERNOE PIVO; GORILKA; NASH KVARTAL; BRISTOL 657; BOCHKA KRASNYJ PEREULO; DOBRA ZNACKA; BRISTOL 2946; BRISTOL 1938; BRISTOL 2723; STOLETOVA 17; BRISTOL 1176; PRODUKTY; VINA KUBANI; ERSH KORDYUKOVA 2; OOO STIMUL1; BRISTOL 2531; IP Sakov M.I.; PIVDOMIK; MAGISTR; IP KALISH A.V.; BRISTOL 824; EVO PRODUKTY; DUNKEL; KRASNOE BELOE.; YULIKON; BIRLANDIYA; OOO POISK GORILKA; OOO ZOLOTOE SIYANIE 10; MAGAZIN OPTOVYKH CEN; MAGAZIN 18; KRASNOE BELOE; HMELNYE NAPITKI; BRISTOL.; BRISTOL 191; BRISTOL 38; OOO SAMARASHNAPS; IJEVAN; IP BUSYGIN V.V.; KEGAS; OOO ALKO-LYUKS; NA KHOTKOVSKOJ; ZMV KOKTEBEL; STIKS; MEGAN PROD; BRISTOL 4072; VIN-SAHALINSKAYA50; RAZLIVNYYE NAPITKI; BRISTOL 989; DUTY FREE MOLOD12; KHMEL I SOLOD; B.NIKILOPESKOVSKIY; ERSH KORDYUKOVA 8; ERSH; IP ISAAKYAN K.A.; BAR KONTINENT; TABAK; PO PIVKU; PIVNICA; ALKOMARKET GRADUS; VIN-LENINA72; TABAK PIVO NAPITKI; IP SPIRIDENKO S.A.; BRISTOL 484; SHVARC KAJZER; FABRIKA KACHESTVA; IP POYARKOV M YU; KRYUGER; BRISTOL 1688; M-N BAVARIYA; BRISTOL 2022; BRISTOL 2104; BEERZHA NA MENDELEEVA; KANT MARKET; NA DNE; BEERTIME ST.TORG; SORDIS NA KOMINTERNA,; IP GENDZHOYAN R.A.; OOO BONARDA; ERSH KISELEVA 44; KRUGAL; OOO DEPALDO; BRISTOL 468; Beer-Beer; TASHKENTSKAYA, 64; LESCH; OOO MAKSIM M-158; BRISTOL 753; MAGAZIN PIVOMAN; EVO GORKIJ PUB; BRISTOL 2669; MAGAZIN PIVNAYA LAVKA; EVO KRUZHKA; Magazin PYATNICA; VOBLA; IP SHCHERBATOV E.V.; BRISTOL 1211; CHESHSKIJ STAROVAR; OOO TRADITSIYA YAROSLA; PREMIALNYE VINA 66; MAGAZIN MILLSTREAM; BAR NA DNE; PIVKO; FM NA DNE; -KHMELNOJ; AM; BRISTOL 13; BRISTOL 3699; ERSH MARKOVA 1 6; MAGAZIN PIVOK; MAGAZIN IMPERIYA VIN N; IP SVERKUNOVA A.E.; ALKOBUM; IP PAVLOV YU.S.; BRISTOL 2742; ZOLOTAYA KRUZHKA; BRISTOL 1324; VIN 60LET OKTYABRYA 10; ELEBAS; BRISTOL 108; PIVKOV; BRISTOL 810; BRISTOL 4114; PENNOE; M-N ALKO REUTOV OOO; IP KERIMOV K.R.; AYAN; BRISTOL 1456; BRISTOL 756; BRISTOL 3305; ROSAL; OOO PREMIUM GORILKA; BRISTOL 3933; KHMELNOJ DOMIK; IP BARINOV K.E.; BRISTOL 2340; BG VOLOKHA; IP DIDENKO I.N.; PINTA PLYUS; VIN-DOBROVOL27; BAKHUS; BEERZHA; BRISTOL 3207; PIVNOJ NASTROJ; BRISTOL 344; BRISTOL 3972; NAPITKI.RA; BRISTOL 224; MAGAZIN KOMINTERNA; ZAPRAVKA; ERSH MARKOVA 1 1; KHMELNOJ LIS; ZELENOGORSK 8 MARTA; MINI MARKET; FIRMENNYJ AYAN; BRISTOL 3096; BRISTOL 2056; BRISTOL 3984; IP BYCHKOV D.A.; KAFE NACHINKA; BRISTOL 879; AKADEMIYA PIVA; OOO VINA MIRA; PIVKOFF; IP Oparina; IP LOSEVA N.N.; BRISTOL 2636; BRISTOL 3980; BOYARSKIY KRAFT; BRISTOL 520; BRISTOL 1674; ZHIGULEVSKIJ MARKET; BRISTOL 2353; OOO PRESTIZH; AROMATNYY MIR; MEDNYJ VELIKAN; BEER MUG; BOYLERNOE SO DNA; KRUGER HAUS; ALKOBREND; GLOBUS M-168; BUFET LEPYOKHA; BRISTOL 4173; ERSH UMERENKOVA 4; BRISTOL 1512; RAZLIVNOE PIVO; BRISTOL 2604; IP MURYGIN S.V.; BRISTOL 1457; BRISTOL 3581; BRISTOL 4668; OOO VERDEKHO; IMPERIYA PIVA; VINOTEKA REZERV; KHMELNAYA; KVASURA; BRISTOL 1997; OOO TATMIR.; BRISTOL 97; BRISTOL 3634; FIRMA NADEZHDA; VINOMANIYA-29; BIRZHA; BRISTOL 635; BRISTOL 2799; BALZAM MARKET; BRISTOL 812; MAGAZIN SHIFA-7; BRISTOL 1097; ZHIGULI; VINOGRAD 9; WOODEN BARREL; BRISTOL 3532; DUTY FREE UDARN18; KEGA; BRISTOL 2787; MIRA 146; PIVLANDIYA-2; IP MIKHALEV V. G.; SHHEGLOVSKIJ PIVOVAR; VESELYJ GRADUS; FIRM.SHOP ""KRYSHTAL""; BAR; MALINKA; BRISTOL 2462; IP Kadtsyna; AROMATNYJ MIR.; GORILKA OOO USPEKH; BRISTOL 1136; KROP-PIVO; KAFE-ZAKUSOCHNAYA GRAD; IP MURYGINA A.YU.; IP FEDYANINA E.S. RIGA; BRISTOL 494; OOO KLYUCH; BRISTOL 1563; BRISTOL 3390; ELEKTROLITNYJ 16; PRODUKTY 24; BRISTOL 2486; TOPOL; LAVKA BAHUSA; MAGAZIN RAZLIVNOGO PIV; BRISTOL 1995; IP MIKHALEV V.G.; ERSH MARKOVA 1 11; OOO FART; PIVNOY DOMIK; PIVOVARIM; KULTOVARY; MAGAZIN TAVERNA; BRISTOL 1455; BRISTOL 237; GORILKA - OBLAST 2; VIN-FRUNZE 19; BRISTOL 4345; AVTORSK. PIVOVARNYA; MAGAZIN BEERLOGA; KHORLBAT; BRISTOL 1871; AROMATNYJ MIR; LITRA; CAR PIVO ANOKHINA; IP GOROCHKINA YU E; IP MOSKVITIN D.N.; BRISTOL 4193; BRISTOL 1671; IP MARKOV A.V.; LUDING; POKROVKA 8; GLOBUS M-138; Pivo-Yantarnoe; MAGAZIN GRANPYU; ALKORMARKET; BRISTOL 3321; SOKI-VODY; ZELENYJ; SORDIS; VIN-NIKIFOROVA6A; PIVMAG; BRISTOL 2885; BRISTOL 4260; AZBUKA PIVA; BRISTOL 924; ALKOMIR; SVETLOE I TEMNOE; ERSH KORDYUKOVA 4; PIVNOY RAZLIVNOY; BRISTOL 3513; MAGAZIN U GALINY; BRISTOL 1319; BRISTOL 319; MAGISTR.; VINOGRAD; BRISTOL 720; BRISTOL 1635; OOO PIVLYANDIYA; PAN KHMELNOV; ZA PIVKOM; GORILKA OOO AL MA; IP Viktorov; DOM GRUZINSKOGO VINA; M.BRONNAYA; BRISTOL 2040; BRISTOL 722; KREVETKA; PIVTORG N1; BRISTOL 465; BRISTOL 331; UL REVOLYUCIONNAYA D 7; BRISTOL 1582; BRISTOL 20; TABAKERKA; KREPKIE NAPITKI, PIVO; PIVGRAD; SCHNAPS AND BEER; KHMELNOJ BUTIK; PENNYJ BUM; BRISTOL 916; BRISTOL 1667; BRISTOL 4493; BRISTOL 2459; ALYANS; BRISTOL 3407; TREBUJTE DOLIVA; PENNYJ; BRISTOL 1000; BRISTOL 1618; ""PIVNAYA BUKHTA""; BRISTOL 621; PIVOMAN; MAGAZIN PIVNOV; ZHIVOE PIVO; DILAN ALKOMARKET-1; IP KUZHELEV V.; BRISTOL 200; BRISTOL 3869; PIVOVARNI; OOO FORTUNA; DOM VISKI; PIVNYE RADOSTI; VIN-50LETVLKCM8D; beer shop Red cancer; BRISTOL 2013; PIVOMARKET BOCHENOK; PENNAYA KEGA; EVO KHMEL I SOLOD; FIRM MAGAZIN DPZ; BRISTOL 2304; SHATALINA O.A.; OOO ZOLOTOJ LEV; MAGAZIN PIVKO; BRISTOL 3109; PIVNOY POGREBOK; BRISTOL 2388; BRISTOL 4521; IP SKOPCOVA; RAZLIVNYE NAPITKI; MAGAZIN PRODUKTY; PIVO RYBA; TABACHNAYA LAVKA; BRISTOL 3921; BRISTOL 345; 33 BOCHONKA; PIVNAYA SHTOLNYA; IP KLYUYEV K V; YAKHONT; KRAFT BIR; MAGAZIN PIVSTOP; MAGAZIN LENINGRADSKIJ; OOO DILANMARKET2; BRISTOL 530; EVO GLAVPIVO; BRISTOL 750; BRISTOL 1572; BRISTOL 4168; OOO ZAMOK; M-247; VIN-BALYAEVA 35; BRISTOL 1259; BRISTOL 654; BRISTOL 3765; VIN-SVETLANSKAYA116; BRISTOL 2428; EXPRESS; MNE KAK OBYCHNO; SEREBRYANYY SHAR; IP PISKAREV E.A.; BRISTOL 667; IP GUMEROVA E.O.; IP ODINCOV M.S.; MAGAZIN N2; SHIFA 4; PIVNOY RAY; BRISTOL 4734; BRISTOL 2366; BRISTOL 2371; za PIV.com; MAGAZIN 17; PIVSTANCIYA - 2; OOO NOVOE IMYA BLUHERA; OOO GORILKA - GOROD 2; BRISTOL 3114; MIR PIVA; TSUB-KHABAROVSK; BRISTOL; KHMEL DA SOLOD; MAGAZIN VINOGRAD; BRISTOL 606; PRESNOE; OOO PARITET PLYUS; GONCHARNYJ 8; BRISTOL 2945; IP BANCEV V E; BRISTOL 731; PIVNOJ DVOR; RYBA; DUTY FREE SOVARMII; IP ASTAFEVA O.E.; OOO MILLION; RAZLIVNOJ 1; BRISTOL 2490; OOO DZHIN; OOO OPT TORG SERVIS; KHMELNOJ KRAJ; BRISTOL 3202; EVO SVOI; SHIRVAN; VIN-SAFONOVA 37; OOO DILAN MARKET 2; MAGAZIN DPZ CHAJKA; Torgovyjj Ob'ekt; MAGAZIN; VINAGRAD; IP SHENFELD V.A.; PIVNAYA GAVAN; AVIAMOTORNAYA 51; BRISTOL 2651; OOO ATLANT; BRISTOL 3463; BEERLIN; VOBLABEER; 5-40 GRADUSOV; KHMEL; VALERI 3; BRISTOL 3135; ZOLOTAYA PENA; BRISTOL 3106; BALZAM MARKET 5; VINAGRAD.; PENNYJ BOOM; PIVNOJ DVORIK; PIVOLYUB; BRISTOL 1410; STANCIYA NAPITKOV; BRISTOL 2429; BUKHTA; BRISTOL 3222; BEERFISH; BRISTOL 911; SMT GOODBEER; BRISTOL 1263; BRISTOL 366; SEREBRYANYJ SHAR; BRISTOL 1164; G.TVER UL.P.SAVELEVOJ",Food
116,4722,Travel Agencies And Tour Op,SUV.LAVKA MUZEY KOL-OV; TUTU.RU; TCH.ONETWOTRIP.COM; IP GOLOVANOVA E N; ROSA KHUTOR; Onetwotrip; OOO KHOZYAIN TAYGI; TRANSBALTIKA TUR; AVIA AND TRAVEL STORE; tripster; AEROPORT POBEDILOVO; STARYJ PORT; Aeroport Sochi; Kupibilet; BULGAKOV RECEPTION; TICKETS.RU; tutu.ru; Transbaltika Tur; Biletix; BILETNYJ PARTNYOR; YM *aquapark-kokte; NOVGOROD.MUZEY-ZAPOV; MD.*GO2SEE; WWW.ONETWOTRIP.COM; MAYAK IRBENSKIJ; YM*ozon.ru; UPAKOVKA SERVIS; YAKARELIYA; aviakassa; TSENTRALNY OFFICE; AERO-ALYANS PORT 2; AP SHLISSELBURG,Entertainment
117,5817,Digital Goods - Software Applications (Excluding Games),GOOGLE*SUPERCELL; GOOGLE *Activision; GOOGLE *Playrix Games; GOOGLE *VKCOM; GOOGLE *EMG; GOOGLE *PROXIMA BETA; GOOGLE *Social Quantum; GOOGLE*LITRES LTD; GOOGLE*GARENA; GOOGLE*LILITH MOBILE; GOOGLE *AIGRIND LLC; GOOGLE *Kaspersky Lab; GOOGLE *Four33; GOOGLE *TMARS; GOOGLE*GAMEGOU; GOOGLE*PRISCHEPA; GOOGLE *1C Wireless; GOOGLE *Wooga GmbH; GOOGLE *VZNAKOMSTVE; GOOGLE*YOUTUBEPREMIUM; GOOGLE *Prischepa; GOOGLE *Niantic Inc; GOOGLE*PLAYRIX GAMES; GETCONTACT; ADOBE PHOTOGPHY PLAN; GOOGLE *storybeat; GOOGLE *Google Storage; GOOGLE*SMALL GIANT; GOOGLE *YoungJoy; GOOGLE*DREAMPLUS; GOOGLE *TikTok Live; GOOGLE*TMARS; GOOGLE *CJSC Mamba; GOOGLE *Lilith Mobile,HardwareAndSoftware
118,0,,"Возврат уплаченной комиссии по; за запрос баланса ATM 582028 2K1B AKADEM; за запрос баланса ATM 343503 1 GUSKOVA S; за запрос баланса ATM 60008806 2K1 23 KM; за запрос баланса VB24 DOR. BALTIYA; Расчеты по операциям с БК; за запрос баланса ATM 60015794 45B 232 S; за запрос баланса Alfa Iss 33 KOMENDANTS; за запрос баланса VB24 D. 27/211, UL. CH; за запрос баланса ATM 902572 8 ZELENAYA; за запрос баланса GAZPROMBANK; за превышение лимита на снятие наличных Alfa Iss 17 M.VASILEVS; за запрос баланса Alfa Iss 22 OSTASHKOVS; за запрос баланса ATM 60019033 2K1 23 KM; за запрос баланса ATM 60009992 45B 232 S; за запрос баланса ATM 436 a/d ""Baltiya"",; ВОЗВРАТ; за запрос баланса ATM 60022524 NOVORIZHS; за запрос баланса ATM 60010359 19 KUZBAS; за запрос баланса ATM 60015529 25 NIKULI; за запрос баланса ATM 10014519 239A; за запрос баланса ATM 60010497 165A PUSH; за запрос баланса ATM 60011288 23-25 OKT; за запрос баланса ATM 60042887 28 CHICHE; за запрос баланса Alfa Iss GAGARINA STR.; за запрос баланса ITT 344949 29-31 RIZHS; за запрос баланса SH NOVORIJSKOE 22 I VL; за запрос баланса MAKSIDOM; за запрос баланса VB24 D. 29A, UL. ZHELE; за запрос баланса VB24 D. 19, UL. KIZNER; за запрос баланса Alfa Iss KOROLEVA AVE; за запрос баланса Alfa Iss MICHURINSKIY; за запрос баланса ATM 60036279 59 VOROVS; за превышение лимита на снятие наличных PVN HALTURINA 7; за запрос баланса UBRD 8 marta str., 188; за запрос баланса 8Marta; за запрос баланса ATM 60009991 45B 232 S; Возврат денежных средств на БК; за запрос баланса ATM TINKOFF 002367; за запрос баланса ATM 60042854 26 KM; за запрос баланса ATM 60010031 8 CHEKHOV; за запрос баланса ATM 60019227 117 GRAZH; за запрос баланса ITT 734935 29-31 RIZHS; за запрос баланса ATM 054465 70 RIZHSKIY; за СМС-информирование; за запрос баланса OSB 8597 0203 KIROVA S; по Программе лояльности МИР; за запрос баланса ATM 60005578 19 KUZBAS; за запрос баланса ATM 60000379 87 KACHIN; за запрос баланса ATM 070334 4 KRASNAYA; за запрос баланса ATM 60015971 30 1 MAYA; Перечисление заработной платы за; Возврат средств на БК; за внесение наличных Alfa Iss; Возврат",Services
119,5047,Lab/Medic/Dental/Opth/Equip,MEDTEKHNIKA; OKVD; DIACHECK.RU; CHIOS NOVYJ VEK; DN-STOM.RU,Health
120,5561,Recreational And Utility,MAGAZIN AVTO-DVOR,Entertainment
121,5973,Religious Goods Stores,KAZANSKIJ KHRAM; IVERSKIJ MONASTYR; KIZHSKIJ PRIKHOD; KHRAM SPAS NA VODAKH,Hobbies
122,7994,Video Games Arcades/establi,ONLINEGAME; GPUA015; GATEWAY; GATEBRN; GBR0960; EXFAPAY0101; xBill*4getecard; xBill*getecard; xBill*101games; GPRU001; YM*Wargaming.net; IGROVAYA ZONA GALAKTIK; SP NASHE DETSTVO1; YM*origin.com; VR KLUB PORTAL; YM*4game; ARCADA; EFA006ME; GEP006AY; RKI; EAL; REGIONY-ENTERTEJNMENT; Y.M*4game; BORN 2 PLAY; GFA002ME,HardwareAndSoftware
